,fecha,prices bitcoin,market_caps bitcoin,total_volumes bitcoin,prices ethereum,market_caps ethereum,total_volumes ethereum,prices binancecoin,market_caps binancecoin,total_volumes binancecoin,prices cardano,market_caps cardano,total_volumes cardano,prices dogecoin,market_caps dogecoin,total_volumes dogecoin,prices solana,market_caps solana,total_volumes solana,prices polkadot,market_caps polkadot,total_volumes polkadot,prices matic-network,market_caps matic-network,total_volumes matic-network,prices litecoin,market_caps litecoin,total_volumes litecoin,prices ripple,market_caps ripple,total_volumes ripple,Year,Month
276,2021-05-21,37339.63,698762712553.7339,88706010988.29123,2419.1,279623071718.589,115000901891.803,322.29,49571622639.55306,6909718073.525422,1.55,49480611260.99869,8942198417.085451,0.35,45925318261.53869,8361664796.155696,38.43,10430110171.295877,1807465387.1299965,23.89,23855622508.168064,4537200355.067695,1.48,9299041637.835016,4484214166.060791,178.93,11944342469.872091,8396531199.306979,1.0,46156188090.29648,10144542507.394915,2021,5
277,2021-05-22,37520.32,702143968883.5249,61178935273.653305,2306.37,268503273693.00333,102524751568.4531,301.27,46672829740.58369,4283705164.2144713,1.47,47192676745.010704,6665471245.216616,0.34,44531404175.959885,6521890070.4712515,31.61,8668570148.20386,1134738458.8461702,21.99,21860219890.87334,3027159412.6211486,1.2,7396022257.381994,3147802480.8698926,169.9,11340979083.307632,6428640847.858953,0.91,41860408304.124275,8164115632.892728,2021,5
278,2021-05-23,34977.53,654558962027.5841,84358034875.51308,2120.04,244070264760.92874,77839858613.53922,261.26,40105004419.42738,4782475318.354452,1.33,42338798442.81028,8825869340.678139,0.31,40114225403.31797,8460153798.911951,24.77,6741153859.711209,1988074629.747088,18.06,17830097290.168854,4240565324.877562,1.1,6761617381.5709305,4461492655.200852,143.99,9611483171.041302,8166359721.55114,0.8,36912826641.026886,9753740534.809917,2021,5
279,2021-05-24,38642.44,723143072419.7241,71163197727.3351,2640.16,306046123107.58295,73496058830.83229,343.52,52912859480.87061,8284875340.299084,1.54,49369920022.31968,7596677080.276528,0.36,47102789101.96067,8184613092.919939,30.99,8456340961.644993,1351443455.141726,23.07,22978156612.954174,3294658515.605996,1.7,10557515608.105413,10801640188.672688,183.37,12240096630.832302,7202332068.533058,0.99,45475035158.975365,8171181757.629337,2021,5
280,2021-05-25,38210.81,715248689989.8947,48724794157.985054,2695.48,312566215516.573,92468701273.98392,342.96,52939482766.35376,6260895244.653375,1.55,49752398756.771515,6199929363.120314,0.34,44763375247.72482,6514659543.437854,30.01,8200361459.252724,934610971.7223821,22.0,21933881526.44776,2593578225.083468,1.93,11916141187.089434,7733616834.401526,182.38,12174481750.226068,6230654416.931949,0.97,44725206891.78951,9073167435.01299,2021,5
281,2021-05-26,39406.93,737668726732.3829,47026386118.47242,2882.48,334435114557.1313,53115222704.62064,378.07,58140464824.59376,6989052888.121206,1.78,56286220346.17397,7062731108.257343,0.35,45956150665.45352,4005070154.3294535,35.65,9637728345.153328,1118628986.9193478,24.66,24531339737.5942,2295932465.490305,2.22,13850815377.36262,10105637470.648245,199.15,13293452831.666069,5768733478.185078,1.03,47675888355.92232,7008804902.177836,2021,5
282,2021-05-27,38642.9,723137484747.1467,40836817155.71973,2742.99,319404492002.5219,44070236220.034096,367.29,56812189325.49153,6241842478.556876,1.65,52918832311.84861,5001134793.944588,0.33,43320992017.75228,3057688715.1393633,33.66,9223068939.871315,662066528.4413192,23.99,24040296853.950665,1953660434.2199876,2.04,12735439710.241333,6505011267.258314,193.67,12928066643.951668,5416130299.496948,0.97,44831608818.18857,5711826339.642609,2021,5
283,2021-05-28,35710.22,668521654364.6696,49991590067.73797,2433.33,282228507934.91974,49493519120.23643,330.47,51069299261.86949,5712344599.171066,1.52,48592867742.133995,6010450897.064002,0.31,40423846903.217354,4023491237.936269,29.02,7915741496.510311,624114420.0451146,21.46,21392351948.632805,3163705196.799271,1.83,11314896970.887318,6389448323.10517,176.48,11772587439.235636,5925457217.470074,0.9,41327227215.889,6529477329.02328,2021,5
284,2021-05-29,34775.08,654239808356.6592,43184025044.772804,2294.63,268672927561.12476,47141249182.27268,305.85,47615841361.244446,4498400345.0652275,1.42,45847843415.41005,4862190052.972614,0.3,39595872237.66896,3392384686.1813474,27.56,7555682949.616899,402043440.13746035,19.92,20036900253.630054,1639713144.1522937,1.69,10463357133.226841,4315270833.783801,164.69,11080526075.170912,5413961215.550292,0.83,38784269249.758804,5609808156.140347,2021,5
285,2021-05-30,35714.75,668664301773.5417,30650274657.695255,2395.85,278270782653.56213,37392021393.940125,325.57,50312143376.99665,4709152915.355526,1.58,50414535804.046684,5832058168.471965,0.3,39123526701.4903,2927395691.9521084,28.56,7786190305.535411,385506550.2941925,20.43,20344660576.923485,1386880188.949725,1.84,11435205989.420544,5050604850.9862385,170.87,11406121455.418587,4160362295.298566,0.91,41726594494.88639,4570869242.912308,2021,5
286,2021-05-31,37340.68,699138611681.2975,37950798680.48171,2708.43,314463232386.7883,44445830387.932175,353.08,54552491112.92581,5388131344.604982,1.74,55918127620.81978,5422971273.521189,0.33,42392462477.40863,2987098922.8304706,32.66,8921358871.643251,556481220.8582711,23.33,23254070863.818947,1916499739.7321558,1.88,11863968587.291674,3836091187.615281,187.47,12513820456.32828,4865805841.808227,1.04,48054553991.807175,6691379571.899238,2021,5
287,2021-06-01,36680.07,688726381047.1788,33536905027.710236,2632.66,306488816882.1444,39898648753.4186,361.67,55789519975.40357,5219256634.640035,1.74,55963404595.855385,4995661237.237114,0.37,48461329054.11711,6733327602.348271,30.99,8466375153.864945,451120119.86649257,22.9,22899347242.905197,1555014124.7382228,1.83,11453762980.132832,2863996954.750881,183.15,12225684043.23473,4336081872.4062,1.01,46674110292.99546,6148630529.12447,2021,6
288,2021-06-02,37685.72,704531333543.3906,31240691604.199257,2717.15,315313344228.8267,39148856525.29615,402.61,62216853673.38303,7211249339.156458,1.76,56498220769.12978,4311239392.211899,0.43,55454564158.64807,12390396037.567265,34.19,9317118424.38306,526537332.91262364,26.17,26126479643.786804,2139089062.7504544,1.8,11287030295.203444,2102683910.3844256,188.05,12546752972.990368,4236639177.629152,1.03,47256850790.178375,3994210155.4317665,2021,6
289,2021-06-03,39151.32,733150718114.4554,33396718844.557133,2858.28,333964598115.05035,38104663185.40115,428.93,66203469970.6911,5648032962.147617,1.84,59303621530.36588,4342198250.214024,0.4,51688479012.042625,7531474357.206446,39.71,10988660955.92941,1003176056.3730243,27.23,27239991190.48918,2059836125.1783895,1.83,11516653573.34147,1805657113.9373755,194.23,12965293862.550978,4414448111.465482,1.05,48491814037.47901,4088714903.3976574,2021,6
290,2021-06-04,36938.72,691747462828.3618,39345490149.31464,2694.5,312991097366.8545,39996583175.266685,392.28,60689527765.42707,7120226608.464222,1.71,54766548459.83093,5266527710.251919,0.38,49058017296.18786,6625853841.883404,37.6,10271428908.065245,1090388198.6913736,25.1,25084953695.39406,1952268571.332295,1.63,10251274595.118128,2955479134.946976,179.21,11962528007.690702,4377617790.434677,0.97,44809104088.392914,4190246447.9744473,2021,6
291,2021-06-05,35546.99,662913486273.3402,34068172835.766655,2624.77,302743417251.8253,34731979704.601685,388.33,59846984889.27947,6059655293.984396,1.66,53079740992.93282,3816423285.674355,0.37,48141414070.33818,4141408439.9698935,39.34,10611364493.458803,1151594281.2540836,23.82,23680247755.592136,1415753256.4326484,1.52,9533169748.048393,1771200361.1287386,172.85,11482258483.885967,3695237990.8848996,0.92,42302337683.14435,3708513148.3181024,2021,6
292,2021-06-06,35834.47,671131079523.7289,27689283070.836933,2711.55,315044778229.29706,29050162248.93885,392.03,60595496609.36863,3240284906.4596896,1.68,53706185453.487305,2437926136.960906,0.37,48392042543.56471,2150393720.375023,42.26,11508207254.494314,825017874.7335211,24.15,24156716111.00127,843204626.1208866,1.58,9918976123.704687,1205866410.288599,176.25,11765259406.024317,3395634024.403883,0.94,43471756649.737526,2623774416.9185123,2021,6
293,2021-06-07,33451.38,626527049947.8439,33345528753.340153,2580.54,299857516850.1987,37385872210.25046,356.26,55568008128.47511,4201944881.6243253,1.55,50652944662.73067,3066840697.304516,0.33,43700362808.44034,3149988270.9740896,38.19,10637505878.18168,942584607.2080762,21.4,21605113644.382584,1280241352.385666,1.48,9341854426.133183,2238372756.044581,160.84,10736325118.918827,3694077763.6497273,0.85,39437071032.286285,3741492369.396079,2021,6
294,2021-06-08,33557.15,629018966290.4011,46727462986.366455,2528.02,294068580258.7281,48344195673.521126,353.76,54677889296.85125,5693339245.577852,1.58,50730179591.30335,5159314256.682839,0.33,42547609072.22342,4351006875.784698,41.42,11375166576.681133,1825252143.252731,21.87,21896291632.897587,1698751463.5288625,1.48,9339502384.247059,3016747199.1667347,161.02,10748263580.151356,4430852098.213865,0.88,40450990715.74534,5068666284.185733,2021,6
295,2021-06-09,37553.64,705292677171.4633,54511387836.11497,2620.63,304761367058.1624,43973432438.082634,376.19,58321133322.78771,4575803882.958323,1.62,52340455015.04023,4346881435.235965,0.34,44769090935.4369,3815915047.7118497,42.08,11544497584.210085,1272173444.9534538,23.2,23303937957.99968,1452158373.0871491,1.5,9449924822.426798,2202132307.8584986,172.69,11530249363.662664,4624100106.642941,0.91,42088605425.836,4800163646.11722,2021,6
296,2021-06-10,36903.3,691681868464.4717,42952476854.83458,2486.6,289444120869.42664,33075957436.760677,352.39,54791987617.99424,2560252759.4685807,1.53,49447857410.75654,3410895121.6109767,0.33,42852644186.11669,2902010287.1865773,41.21,11231058225.872488,624242377.7255889,22.68,22853431521.801174,1437709901.7599847,1.36,8645655898.02631,1274996833.9169436,168.0,11214454029.607391,3657466913.315778,0.87,40461589120.176155,3598275137.988906,2021,6
297,2021-06-11,37289.43,698528023663.5321,36358044262.709755,2356.63,272748408238.43475,26751786966.47868,346.08,53238117722.61412,2396764203.443381,1.44,45933166629.68729,3307214954.8985147,0.32,41211526346.2414,2552815812.729295,36.09,9831892846.255322,558803764.8352512,21.06,21108781102.469795,981770548.2225292,1.25,7848052880.393667,1109446558.1417017,162.46,10844487590.603582,3348084233.2496743,0.85,39130309347.56748,2718211293.129297,2021,6
298,2021-06-12,35666.15,668148892256.3638,35710196743.32056,2379.99,278223731471.048,28235882061.70689,345.05,53465798044.075775,2255909259.60942,1.48,47714205696.99503,3828434533.0366774,0.31,40697435027.943405,2255997606.853233,36.57,10095207879.649364,584578781.8182625,20.85,21002014902.98868,962136083.1628792,1.35,8558294881.96903,1856898584.7819512,162.06,10818213211.776577,3191505346.431204,0.84,38569016787.39522,2834495585.978342,2021,6
299,2021-06-13,39147.71,733402631079.1185,38185633278.287155,2517.77,292767118262.08405,29382118964.283043,365.25,56433712415.26453,2179322818.6380343,1.57,49941414967.86893,4079349030.4608793,0.33,42257825961.922035,1933176773.9372172,38.82,10521989454.932697,488535747.5349405,22.09,22042757096.994293,802526585.392608,1.47,9166071244.578936,1862759356.3061032,171.35,11438285652.792406,2946030261.2988696,0.89,40925186890.76209,2761114938.2172465,2021,6
300,2021-06-14,40624.51,761104314502.2867,45836408439.45157,2587.38,300405113218.4146,28128172338.347244,371.0,57233917454.64228,2315715122.63957,1.57,50416308305.58743,3516582796.262262,0.33,42647566148.27187,2303945198.6728826,39.64,10808680336.53195,564059144.821838,25.93,26018722804.42594,2102058923.7809913,1.55,9724687225.740643,1943301935.8055902,179.44,11978047610.855953,3536705802.848562,0.89,41253166682.60748,3268149002.723709,2021,6
301,2021-06-15,40378.2,756522207420.3483,36706248352.237144,2561.19,298324322330.12646,26803957680.025055,369.02,57077376078.24857,1840165427.4525166,1.57,50391529523.78449,3023834612.6468573,0.32,41819458597.71468,1827179804.8160226,39.7,10852976029.829046,508646352.88739556,24.12,24229295867.459297,1499821201.2995617,1.64,10364623021.748594,2609137537.9364057,175.94,11767803245.935764,3395011250.339102,0.87,40312888500.39617,2862140885.0995646,2021,6
302,2021-06-16,38321.45,718016373177.285,36563438889.78541,2365.87,274666655404.67456,26150320394.527775,346.44,53441971881.88039,1712882448.6310894,1.48,47393590799.99285,2880220476.455556,0.31,39959183235.26014,1849556139.3095274,39.55,10781816203.272686,636535388.3933998,22.83,22887778579.919186,1132504108.432292,1.47,9226088539.44308,1770554159.1149285,165.46,11039755084.800686,2981341232.282925,0.84,38620201137.317535,3220071877.858448,2021,6
303,2021-06-17,38193.62,715652442155.1261,36330237284.41833,2380.74,275415199641.5411,25708624827.013702,353.21,54283380385.86557,1476059646.4892137,1.49,47463238825.42096,2431459358.440172,0.31,39833096686.65822,1374063217.6176834,39.33,10638298323.849005,472927528.3029236,22.55,22454000728.776775,830343796.1260432,1.51,9414104125.766333,1312080524.0128593,166.95,11081773550.25777,2644116373.4497004,0.84,38819180172.98798,2511575473.3286705,2021,6
304,2021-06-18,35881.11,673761687974.4922,35162612172.75275,2231.55,260039646334.19235,26204484920.993828,337.63,52262937024.64517,1733550135.99151,1.42,45667095006.09383,2844133200.7520547,0.29,38143539821.58392,2225163522.5189404,36.62,10008182630.914902,481564015.6061824,21.46,21545349132.29741,861812291.6179062,1.38,8704938523.104107,1477772950.9856296,156.09,10419546534.533535,2780196235.4846964,0.8,36932589366.38297,2429585732.7410707,2021,6
305,2021-06-19,35581.64,666901325910.3705,28858979691.78587,2176.31,253396709038.79898,20456963374.959637,335.07,51823405992.95456,1215531869.4137082,1.39,44642873230.46928,2406414533.2015376,0.29,37500205366.62849,1435144270.8263361,35.26,9621683962.87426,302280531.1963374,20.38,20468951490.828773,624793482.9809674,1.36,8570172152.089255,1047024204.262174,153.16,10232048457.27845,2326430136.849513,0.76,35221141669.96444,2038711275.862578,2021,6
306,2021-06-20,35787.08,670634370556.6146,35609127163.62243,2251.56,261478202409.18997,26235850446.54907,340.23,52532867592.99311,1735848239.2986724,1.43,45996656094.16985,3106578340.143883,0.28,36753345057.003555,2397238935.933538,35.28,9611623563.108702,507507928.94648,20.74,20817405498.417953,889911121.8767681,1.4,8813447891.35394,1165109947.5215404,155.13,10355530786.692722,2686079286.8768854,0.78,35815532872.76087,3136090755.043623,2021,6
307,2021-06-21,31711.94,598335733135.868,51873870276.52254,1900.12,223202708788.72086,39499960407.7835,274.27,42900169324.99198,3167364633.1990423,1.18,38411041505.36854,4894085554.788768,0.18,23329004524.139015,6017998978.670397,26.6,7439425733.837019,836901347.2188203,15.78,15982853048.931551,1604155701.6824002,1.1,7108109710.266003,1807612654.80781,125.99,8511450086.589944,3689385295.475691,0.62,28871387082.357655,4957263283.188504,2021,6
308,2021-06-22,32507.74,606580031922.7239,57443014757.92467,1875.36,216876757208.59253,38755019936.85197,261.43,40307776792.15118,4239651345.534667,1.15,36599473846.52675,6862558968.591642,0.19,24507032193.417362,6153862251.572986,26.73,7157859824.732246,1371341088.6752522,14.63,14637302133.758293,2207447798.607186,1.07,6683558576.056612,3043192425.489179,119.11,7914304732.335883,4635359951.70964,0.55,25450718833.253757,6329008646.890634,2021,6
309,2021-06-23,33702.62,631634847766.2311,39798236962.44067,1971.11,229518675836.76538,28098744044.509525,296.13,45761403437.01146,2979006480.628633,1.25,40049997236.55031,5017951872.054881,0.24,30785375820.49213,6409757148.694269,30.88,8377496849.572571,1203441656.8115778,15.86,15964610514.042696,1395173769.7441962,1.18,7404591527.159005,1676649092.794008,128.86,8601544859.04922,3334966578.167712,0.64,29694967545.318787,5631237222.316207,2021,6
310,2021-06-24,34675.45,650340461975.8141,31862051544.349895,1990.08,231644258719.40115,22447489241.67468,308.79,47853190843.28099,2214812922.8296785,1.36,43522679454.58298,4220112004.009327,0.26,34365766689.36442,4350232582.774717,31.44,8585542319.490724,732654201.7448984,16.26,16337122561.43929,891444663.6233742,1.2,7572229334.252839,1084435562.7993255,134.29,8965652331.314917,2679480784.468714,0.67,31057874496.418858,3071983450.0651217,2021,6
311,2021-06-25,31943.14,598703019611.4526,38635245431.3565,1833.46,213871849531.6296,25981381067.41728,284.08,44009190871.738106,2246825827.258797,1.28,41018597317.67341,5197249259.983488,0.24,31689044734.895435,6643561019.510889,29.24,7985242401.768215,737663786.9399918,14.75,14854414724.676348,863464620.4382737,1.05,6682940338.363932,1133931485.9923031,127.63,8519563151.641921,2792556314.000456,0.62,28700209150.03127,3395191639.1059484,2021,6
312,2021-06-26,32023.97,600235334320.8247,36873109419.90242,1817.05,209989265221.48502,24249510320.705112,277.4,42798282321.78064,1809860258.3532932,1.25,39931840010.70645,4299368464.203454,0.24,31477659181.33344,3495938718.0523868,29.37,7914659494.026683,639618006.1446898,14.42,14370536477.857649,805461997.5952917,1.06,6690335287.382013,934082280.057463,125.78,8396386489.427196,2934669070.999663,0.61,28325396042.471207,2672873984.7428856,2021,6
313,2021-06-27,34607.29,649262127990.3759,34335452117.32629,1973.93,229354016311.0035,24316408028.131123,289.22,44615925834.05021,1403604950.2124388,1.34,43083374226.38429,3290563251.0021324,0.26,34096779099.51641,2743197484.8096776,31.67,8602431238.497906,572104299.6430303,14.98,15038775166.061934,616294782.9453921,1.11,6971829044.304811,788601637.1750247,131.99,8810581548.221802,2639068235.587026,0.65,30171056185.70429,2318742760.031586,2021,6
314,2021-06-28,34556.84,647741224116.9337,32453802891.01519,2087.52,243040539437.43396,30629329805.72042,291.03,44886803415.530174,1659011933.41546,1.33,42550282680.16134,3158547739.8562355,0.26,33435820027.86124,2479287618.662367,33.11,9040653316.656572,674515112.3947256,15.78,15872501595.64575,755671286.8360317,1.13,7102463317.675646,836895696.8182393,137.8,9171444374.184813,2744348970.7940316,0.65,29942729066.831112,2838366693.7156167,2021,6
315,2021-06-29,35968.99,674231340724.4149,35121257875.54662,2169.4,253607549372.41992,27149143846.958942,300.92,46872790459.90127,1889939149.811485,1.37,44142782696.44864,3523964121.8587456,0.26,34483021648.348915,2762721209.1323047,33.92,9355893411.033453,645572532.2254869,16.28,16384626754.387346,935736808.1989927,1.17,7415778642.504621,1089210964.6277514,144.08,9660898044.134378,3077975447.758254,0.71,32605743402.647835,4215461674.407378,2021,6
316,2021-06-30,35171.49,660200427590.4775,31024153846.878517,2279.35,265951575833.03497,29046221905.503418,303.74,46954864788.72594,1790095432.8689446,1.39,44441813698.7868,3404132646.2704053,0.25,33047008785.811943,2571421533.926927,35.83,9784660089.64145,791091273.1745555,16.41,16512919235.466106,858783153.1010189,1.16,7337372560.941216,873591818.5431504,144.4,9639134229.668383,2678677095.1950464,0.7,32268800761.051617,3241276897.32878,2021,6
317,2021-07-01,33677.57,629863895571.7473,29129630236.14075,2121.66,247210647940.18707,25874247678.48856,289.19,44649305234.25196,1331378980.8209975,1.34,43098347951.71951,3076399891.306128,0.25,32039826597.926388,3268541857.081242,33.56,9145093164.974165,663491276.6668489,15.28,15380656777.288427,585331700.7122605,1.08,6813038355.10485,657715146.4156377,138.14,9221651540.863,2324474732.1354876,0.66,30647057119.673344,2684814772.462972,2021,7
318,2021-07-02,33950.79,633684390025.5607,25084046353.169456,2157.88,250754468066.2188,22869223901.008,288.17,44372602649.994255,1025692279.2176274,1.4,44559309654.74349,3183425155.5044465,0.25,31898689668.956676,1889927472.2506342,33.96,9219660440.797184,607351754.6625379,15.34,15419847509.992872,468816447.8059007,1.11,6946254595.531442,524708661.26605654,137.53,9099994524.142696,2196980065.360166,0.65,30215830565.461456,2075137068.984085,2021,7
319,2021-07-03,34729.89,650382046624.6503,22986053604.70427,2228.53,259079167729.78622,19954299562.699074,298.42,46132901612.52061,995509864.1693326,1.41,45058814114.29131,2665125395.726841,0.25,32206556133.579597,1227580789.3108463,34.47,9395489549.381342,462037406.3577414,15.51,15587592092.317818,433677879.5271505,1.12,7034609249.698987,466895417.98029363,140.31,9366084351.379349,1749053218.2810442,0.67,31138455875.288597,1807223370.9838073,2021,7
320,2021-07-04,35394.21,663571591568.1959,22727930417.748825,2329.0,271472550895.4458,21119209512.99698,308.26,47786813767.72331,1239182756.2344325,1.46,46894582606.130684,2209143952.0122385,0.25,32158422617.018917,992614863.967645,34.45,9396692749.038607,424937662.01328224,16.03,16202592095.968876,496919154.30138683,1.15,7267704795.602571,554696963.7100878,145.48,9711343306.500273,2204653837.4414206,0.7,32159771283.85795,1664617403.3035553,2021,7
321,2021-07-05,33928.13,636061920914.8282,25894820184.74507,2217.3,258719784082.81683,22592756940.415127,304.02,47061155248.5336,1342883414.6428928,1.41,45513662281.025055,2786935974.3858023,0.23,30340231062.13116,1334518761.2975657,33.12,9033978686.400785,436664234.535345,15.32,15446939706.966547,574183925.1512223,1.11,6976687276.833566,558428295.1650562,138.42,9239547487.541367,2328315717.0710187,0.66,30453863819.504448,1948795190.1724856,2021,7
322,2021-07-06,34149.99,640405812761.686,26106856611.92326,2320.65,270697947572.19247,24748897613.709663,320.37,49507487066.40898,1844919548.445925,1.41,45323751370.75257,2379438477.4871144,0.23,30498108425.520077,1337006929.6571624,34.29,9343669279.576614,499801292.4695335,16.01,16110114515.520721,710889640.5946512,1.13,7126014765.646805,615326977.7451727,138.56,9249441524.38943,2270600383.003129,0.67,30723093719.801144,1937393189.3106942,2021,7
323,2021-07-07,33932.25,636246944189.2604,23692220470.135063,2317.24,270116728160.1227,23352988376.91004,328.29,50772663395.84581,1783548169.2798407,1.4,44945443131.1824,1573433402.0584161,0.23,29283224578.822117,1148728839.7287958,36.66,9995196544.250605,727575218.1716276,16.84,16988955419.758852,1071108684.8823645,1.13,7121802669.068006,631685509.5007211,137.76,9195601167.515974,2180673630.324603,0.65,30147793682.466793,1618780258.2645764,2021,7
324,2021-07-08,32933.58,617861633771.9894,29065577052.29722,2126.44,248124573571.6789,24133566100.864506,311.53,48131735208.82834,1619108527.8013227,1.35,43210231184.62015,1527044342.9127152,0.21,26873301204.2987,2153838620.8573465,33.51,9137574846.549248,691932146.2056346,15.38,15515383491.814346,803984948.9624517,1.04,6612601427.370485,601435631.9628985,132.18,8825310242.238207,2162045718.3734846,0.62,28843574198.216454,2049499074.2725823,2021,7
325,2021-07-09,33971.3,637000370375.4657,24282108111.21572,2156.58,251611015863.3228,22262234450.01033,318.31,49188528580.239426,1165805306.6851475,1.36,43482946014.9807,1433266560.020062,0.22,28480856790.206997,3259713674.1677146,33.53,9138440436.827877,454190333.1445893,15.73,15876798284.279968,541920808.0654576,1.06,6705615971.311256,498045413.90380096,135.12,9013459284.3449,1902363514.351356,0.64,29681644971.035645,2350318273.957575,2021,7
326,2021-07-10,33704.54,632185737683.1548,20558304483.59407,2123.06,247860822594.06396,18091111748.440804,317.67,49113706032.49423,944409662.6501232,1.34,43008320824.210785,1016273066.9652808,0.21,27673709685.758076,1746924474.0137625,31.94,8716478997.829847,415853889.1192226,15.36,15507578349.20516,420597815.0755611,1.04,6556892269.42062,362405143.5832112,134.32,8966030305.120094,1457367366.7628796,0.63,29048791926.905113,1673959405.818035,2021,7
327,2021-07-11,34299.94,643335853171.1349,17798828844.27227,2144.01,250027222000.60455,14249909363.131065,322.22,49795281333.2416,905890795.0300148,1.35,43253582168.0598,799297957.4044218,0.21,27911022095.928825,913246174.1906285,32.12,8760359617.466415,296169725.62816095,15.52,15659569354.397688,344870666.6668761,1.04,6612728321.1528635,261946721.76156998,134.2,8957040569.707262,1381852594.8126454,0.64,29486316673.96478,1337323439.0925708,2021,7
328,2021-07-12,33262.65,623350567666.981,21683885320.611263,2042.5,238086643137.17004,16403901753.797194,317.76,49001034088.52431,1315081652.3896668,1.32,42295830265.097374,1206400014.5153422,0.21,27090085303.84657,1253672403.216213,30.95,8429306463.204107,312330343.18604004,14.93,15064043256.525341,448242274.993748,1.0,6318169069.553826,452794199.99202013,133.82,8925932988.91042,1935700636.277134,0.63,29247980265.760162,1674043993.3039484,2021,7
329,2021-07-13,32676.38,613002045101.37,19932531699.624603,1944.4,227135827760.92883,18210922217.703205,308.86,47747229553.78467,1018690262.727143,1.26,40565438397.05403,1116285682.0924675,0.2,25809414652.582462,1334275682.6423538,29.16,7953342249.0019,270392426.0783131,14.14,14290203246.661207,392671006.92454654,0.94,5992742569.7026205,398497433.12912613,131.23,8763316594.18586,1585020196.351934,0.62,28670030241.537884,1552901484.8336897,2021,7
330,2021-07-14,32878.5,616691143979.958,21779069066.445965,1997.66,232939479730.00745,20007437042.5854,309.43,47745276433.426186,1405296813.5783188,1.26,40497361151.44175,1276828135.4011996,0.2,25714758614.27692,1429641638.9168842,31.24,8488446183.42694,474454643.50580245,13.8,13918632889.939701,594320913.1156065,0.93,5872169180.732195,567227034.1823567,131.21,8758739299.210312,1628767329.733012,0.62,28779372130.819828,1930227964.4947252,2021,7
331,2021-07-15,31726.04,595342431373.8641,21557729227.284348,1910.73,223534356736.75906,17978198759.76909,314.64,48825663947.81495,2047778368.487867,1.23,39374686507.872536,1134344778.1970782,0.18,24197694491.85997,1161312534.3663337,28.32,7712932810.684437,469048384.9902478,13.04,13164575053.977856,559591550.8491681,0.87,5536398704.740059,410231684.0578732,125.53,8403184173.191431,1508867863.978678,0.6,27694734252.607735,1583678938.3983681,2021,7
332,2021-07-16,31399.65,588495008675.5178,22671859962.66356,1874.2,218477848474.5608,17448403933.724445,302.39,46692034724.77278,1501110588.1294348,1.17,37559740153.85849,1143827311.449092,0.17,22412454428.190018,1410700419.882043,26.26,7168957057.321149,372119879.07038826,12.02,12135153029.810574,552734556.6652181,0.81,5137539233.372842,401531566.77866703,121.25,8118858100.698688,1388188363.4048202,0.59,27201988882.770893,1488773939.655788,2021,7
333,2021-07-17,31588.67,592581931071.2119,17715455994.789402,1899.84,221838551362.95905,14920352990.216908,300.92,46537871655.906,1129480208.9157066,1.18,37700201068.36395,1020948117.1263099,0.18,23966076760.831036,2708790553.672198,26.79,7314497718.903992,292646432.68583465,12.27,12431619895.169931,602223527.0661373,0.8,5087930068.468128,378756494.7509709,120.19,8023054465.964244,1317135278.5400891,0.59,27109511265.747284,1604653849.4093466,2021,7
334,2021-07-18,31919.39,597872278369.1111,17742105807.895496,1905.72,222305469349.28598,15355055465.803198,304.27,46928323583.64445,976999132.9298645,1.19,38072204962.31886,886906470.4748535,0.18,24010766979.61454,1524012211.587495,26.89,7331794881.762145,227071207.7156284,12.77,12904733429.225042,491685992.45810634,0.8,5073809052.124302,348458406.29482836,119.98,7984291728.186319,1299478363.4498324,0.59,27175846391.033463,1167325757.066883,2021,7
335,2021-07-19,30928.21,580252472382.7122,20095540828.295692,1824.93,214106247241.3399,15768554506.425838,282.24,43760548275.471375,1139685728.6143262,1.13,36363603752.7678,985379234.7648929,0.17,22684031983.933968,1157741991.661937,24.82,6774142705.91918,370348465.20546126,11.54,11716868009.766188,633403592.1663936,0.74,4711940257.047171,344240693.83111805,113.67,7634541204.182109,1318897963.8550138,0.56,26075532617.71391,1389516652.8589418,2021,7
336,2021-07-20,29971.9,561743228116.5483,23000299061.896305,1794.97,209392844466.0158,20634025154.91444,266.4,41138851777.04929,1614468141.8604863,1.06,34061358625.61974,1744496673.5947607,0.17,22548330102.795986,1798516247.3372073,23.86,6500208589.083082,422162867.9308267,11.07,11192123688.695856,604314613.6823586,0.7,4430235135.429314,904449294.0448164,107.82,7197481233.373025,1594709249.62383,0.53,24615569713.49713,1679476183.743073,2021,7
337,2021-07-21,32383.78,605357009416.7555,29070652059.995018,2003.72,233005814487.5354,25849497421.028152,293.84,45239141513.15342,1744179795.3191714,1.18,37555390538.67549,2012660704.7002153,0.19,24902296662.105995,3663618236.022215,26.67,7243897344.253764,573149420.4413202,12.4,12507872639.32874,943414148.436684,0.89,5654339691.734202,2068269781.3720164,118.25,7866951800.433402,1770138958.9477773,0.57,26445756208.820633,2019404552.77175,2021,7
